,id,outcome,risk,exposure,cov_1,cov_2
0,83.0,0.0,0.0,0.7540512503159583,3.3712998935636422,1.1157954493083213
1,174.0,0.0,0.0,0.004639292626972402,2.432990702659987,1.2804763769647702
2,246.0,0.0,0.0,0.006267811110735726,6.033247074978498,1.1026222125446985
3,139.0,0.0,0.0,0.00864071370357096,2.563409445144107,0.7657474673929541
4,165.0,0.0,0.0,0.010118628188735943,1.6346622595799118,0.9261088415738375
5,280.0,0.0,0.0,0.003240878020815348,1.533294852018819,0.7780615631102981
6,82.0,0.0,0.0,0.751532573897096,1.555516368121955,0.8138006482524655
7,107.0,0.0,0.0,0.009940075546217437,2.5400796530860985,0.5778014585589359
8,110.0,0.0,0.0,0.00720290177433762,3.366204150569293,1.20683858325748
9,57.0,0.0,0.0,0.749389146699546,3.2194585232167108,0.7093873627631633
10,62.0,0.0,0.0,0.7515856165624144,5.404582167229158,0.8509003828247927
11,121.0,0.0,0.0,0.02640485874127513,1.296641692353205,1.1254511619230183
12,141.0,0.0,0.0,0.008984963994022712,6.227736115019377,1.6791740605999848
13,88.0,0.0,0.0,0.7515033829443255,5.064628628045361,1.2122357644050101
14,18.0,0.0,0.0,0.7430553559724905,3.255974409718624,1.224139162297653
15,284.0,0.0,0.0,0.00935707828789614,2.1754849595679606,1.0030295117304726
16,274.0,0.0,0.0,0.009564009106039833,6.218308321644694,1.0828481317268925
17,193.0,0.0,0.0,0.019964955857241947,1.107123999615777,1.146684280092405
18,118.0,0.0,0.0,0.007028554220929854,6.009662693119587,1.0239708691957448
19,112.0,0.0,0.0,0.00260583322314628,2.6302018051443445,1.116328851066343
20,115.0,0.0,0.0,0.007798317088483204,6.3187554101161565,0.7788312038237613
21,97.0,0.0,0.0,0.7400942868886561,0.9456732770193967,0.9273595002651821
22,103.0,0.0,0.0,0.007283590087531727,5.938975933422162,0.7164164312153316
23,298.0,0.0,0.0,0.022953310891999777,2.0714180824001853,0.8769632232240219
24,92.0,0.0,0.0,0.7607372799941762,0.726401563010735,1.3848950899661028
25,6.0,0.0,0.0,0.7570202751269804,0.792161468748396,1.207482030614726
26,100.0,0.0,0.0,0.005552744962596112,1.1373379363783749,0.7939136463216483
27,148.0,0.0,0.0,0.01578534975022084,5.942974240831128,0.8212492153799358
